index,Review,category,sentiment_predicted
2355,중반부까지만 제역할하듯 재밌고 중반이후 오컬트코미디극. 일본끌어다 애국심스토리만들려다 산으로 간 스토리 감독이 욕심이 과했다,story,0
2356,재밌어요 중후반부터 진격거처럼 변해서 좀 아쉽,story,1
2357,딱 중간까지 좋았어요!!,story,1
2358,재밌어서 두번 봤어요 !,story,1
2359,너무 재미있었다음악이 좋았다,directing,1
2360,대체로 알아듣기쉬운 스토리여서 좋아요 과하게 꼬지않고,story,1
2361,부모님 모시고 다녀왔는데 재미있었어요. 많이 무서운 영화 아니어서 괜찮았습니다.,story,1
2362,파묘 듣던대로 재밌네요~^^,story,1
2363,보세요 그냥 보세요 미쳤으니까!!!,story,1
2364,“볼”만한 영화. 공부는 많이 했다 고생했다,story,0
2365,움악이 너무 좋았습니다 연기도 좋고요,actor,1
2366,배우들의 연기에 압도당하는 영화에요,actor,1
2367,오컬트 영화 중에 제일 재밌는 것 같아요 ㅎㅎ 감독님 작품 다 재밌게 봤는데 파묘는 유독 더 재밌고 캐릭터도 매력적이라서 좋아요,actor,1
2368,"중반부까진 몰입됐는데, 아오 오니기리!!",story,0
2369,총 5번 관람했으며... 많이 볼수록 디테일을 알 수 있어 좋았음. 사운드가 정말 좋고 중요한 부분이라는 생각이 들어서 OTT에 올라온다고 하더라도 영화관에서 보는것만큼의 몰입감이 나오지 않을것 같음. 꼭 영화관에서 보길,story,1
2370,1부 2부로 나누어서 생각하면 좋을것 같아요,story,1
2371,놀란만큼 그닥 무섭지. 않음~~ 첨 시작. 일본어로 하더니~,story,0
2372,감독님이 전래동화를 좋아하시나 봅니다. 간을 좋아하는 일본요괴가 무덤에서 뻗치는 손은 꿈에 나올까봐 무섭습니다.,story,0
2373,파묘 재밌게봤습니다! 생각보단 덜 무섭네요,story,1
2374,배우분들 연기 너무 좋았어요ㅎㅎ 재미있어서 팝콘도 다 못먹음요,story,1
2375,"볼만은 하지만, 솔직 이야기보다 배우들 연기가 살린 영화임. 연기로 이야기의 불완전성을 커버했음",story,1
2376,<파묘> 영화 잘봤습니다,story,1
2377,오랜만에 정말 잘 만들어진 영화같아요 역시 천만!,story,1
2378,저는 아주 재미있었답니다.. 근데 아직도 기억하는게 장군의 키가..어우..야 더라구요.. 하아.. 하룻밤을 뜬눈으러 지새웠습니다..,story,1
2379,그냥 재미로봐도 의미를 갖고 봐도 좋을 영화,story,1
2380,지루함없이 집중도가 좋아서 재미있게 잘봤습니다!,story,1
2381,오랜만에 재미있는 영화를 본것같습니다,story,1
2382,"감은 사제들, 사바하에 비하면 그 무게감은 좀 덜 하지만 메세지는 명확한 게 감독의 의도를 확실하게 보여줬네요.",story,1
2383,"무속신앙, 풍수지리??? 한국형 오컬트 소재를 여러가지 넣었으나 복잡하지않고 깔끔하게 마무리한게 좋았어요",story,1
2384,영화관에서 봐야 오싹합니다..꼭 보세요,story,1
2385,무서운 걸 잘 못 보는 편이라 좀 힘들었지만 그래도 스토리가 재밌고 긴장감이 있어 몰입해서 잘 봤어요~,story,1
2386,배우들 연기 좋아요 급 몰입감~ 좋아요 근데 음향에놀라요,directing,1
2387,오컬트 영화가 천만관객이 코앞에!,story,0
2388,재미있게잘보았습니다.,story,1
2389,재밌는데 이런내용일줄이야ㅋㅋㅋ,story,1
2390,보면서 정말 배우들의 연기실력에 감탄했고 개인적으로 정말 너무너무 흥미진진했습니다. 공포영화에서 갑툭튀때문에 잘 안보는데 놀라는 요소도 별로 많지 않고 적당히 무서움때문에 더 영화가 재밌었고 스토리도 너무 좋았어요.,story,1
2391,재밌었어요~ 닝겐 나오기전까지요~~^^,story,1
2392,개봉날 한번보고 오랜만에 다시보니 또 쫄깃하고 재밌네. 아트포스터도 예뻐요,story,1
2393,7.6/10 볼만한 영화,story,1
2394,역시 볼만한 영화였습니다,story,1
2395,"오랫만에 극장에서 신랑과 오붓하게 봤네요. 긴장감에 너무 몰입해서 봤어요. 배우들 연기며,, 내용까지 너무 재밌게 봤어요",story,1
2396,장르적 완성도가 높지만 반일없이도 충분히 잘 만들수 있었을텐데...,story,0
2397,배우들의 연기력이 끝내줬어요!!!,actor,1
2398,배우들의 연기가 미쳤습니다ㅎㅎ,actor,1
2399,관람평이 좋지만은 않았는데 저는 정말 재미있게 봤습니다 연기 잘 하시는 분들이 함께하신 영화라 그런지 몰입감도 있고 상상력을 자극하여 더 무서웠던거같아요 그래도 무서움보단 감동이 많은 영화였습니다,story,1
2400,간만에 영화 봤는데 정말 재미없었다 반일 오컬트 언제까지 우려먹을지,story,0
2401,괜찮았어요 배우 연기가 정말 좋았어요,actor,1
2402,오랜만에 잼나게 잘봤어요,story,1
2403,"믿고보는 배우들의 영화라 넘 잼 있게 잘 봤어요. 스토리, 몰입감,화면감 다 기대이상입니다.",story,1
2404,재미있어서 바로다음주에 또 봤어요^^ 재미있네요.. 김고은의 연기가 진짜 짱입니다.. 물론 다른배우들도 두말할거없이 잘하구요.. 곧있음 천만될것같아요.. 보세요들^^,actor,1
2405,잘 봤습니다!!...,story,1
2406,너무너무 재밌어서 두시간이 금방지나갔어요👍,story,1
2407,약간의 스릴감에 시간 가는줄 모르게 잘봤습니다.,story,1
2408,뒤죽박죽음양오행파묘,story,0
2409,소재도 신선하고 배우들 연기력 미쳤고 긴장하고 재밌게 봤어요,actor,1
2410,보는내내 긴장감도 있고 김고은씨 연기가 넘 좋았어요,actor,1
2411,시간가는 줄 몰랐습니다,story,1
2412,중간에 살짝 흐름이 끊기긴 했는데 연기는 다 좋았어요!,actor,1
2413,지금 N차관람 들어갑니다.,story,1
2414,재미있어서 2번 봤어요! 연기 멋졌어요!,actor,1
2415,중반까지 최고! 중반이후 평범,story,1
2416,지루하지 않고 이야기의 전개가 좋았습니다,story,1
2417,정말 재밌게 잘 봤어요! 흥미진진하게 흘러가서 좋았어요.,story,1
2418,음. 이야기가 2개로 나뉘는거 같네요. 결론은 뒤에껄 얘기하기 위해서 앞에 내용을 길게 갔나보네요. 중간중간 섬뜻한 장면도 있었지만 잼 있었어요.,directing,1
2419,소릴 지르지 않았지만 보고나서 다시 봐야 더 파묘를 이해 할 수 있을 듯. 그래서 또 예매 중! 두 시간 넘는 시간 상영이니 절대 음료 금지! 절대 중간에 나갔다 오면 안됨,story,1
2420,내용보다 김고은배우님 연기가 미쳤는데 ??,actor,0
2421,영화 잘봤고. 여름에나왔으며 좋을것같아요,story,1
2422,이런 영화를 접할수 있는 기회가되서 좋다 최고,story,1
2423,한국정서에 잘 맞는 오컬트였던 것 같아요. 스토리 전개 부분에서 배우들 연기도 독보였어요. 부모님과 봤는데 몰입하시는게 어른들이 보기에도 소재가 좋았던 것 같아요.,story,1
2424,최고. 근래 보았던 영화 중 가장 인상깊었음! 천만의 가치가 있는 영화,story,1
2425,내가 서 있는 땅 밑엔 뭐가 있으려나,story,0
2426,오랜만에 신선한 주제의 연화를 보았어요,story,1
2427,"잘 짜여진 극본에 배우들의 빛나는 연기, 절대 지루하지 않음. 그래서 그냥 화장하여 흙으로 돌아가야 한다.",actor,0
2428,요새 영화 치고는 괜찮았습니다,story,1
2429,지루하지 않고 재미있게 관람했습니다.,story,1
2430,재미 있어요. 두 시간이 길게 느껴지지 않았어요.,story,1
2431,존잼 남향이 다 좋은건아니야,story,1
2432,우리의 터전의 소중함을 느꼈어요 너무 재미있게 보았네요,story,1
2433,정.신.없지만-- 배우들 연기는 누구라 할것 없이 모두 Best.,actor,1
2434,배우들의 연기도 너무 좋고 내용도 너무 가슴아픈역사가 담겨잇어서 기억에 오래 오래 남는 영화입니다,story,1
2435,김고은의 미친 연기력에 감탄했다,actor,1
2436,보면서 긴장감이 장난아니었고요...배우들의 연기가 진짜 대박이었어요....파묘 천만 가즈아!!,actor,1
2437,뮤서웠어요우우우우웅 ㅠㅠ,story,1
2438,"오잉. 제가 오컬트영활 하나도 안가리면서 봤어요! 제가 볼수 있다는건 가족관람가인뎈!!!ㅋㅋㅋㅋ;;; 공포, 오컬트 영화 못 보는데 넘나 땡겨서 무서우면 눈감고 귀막자하면서 봤는데.. 오오!!! 잼나요~ 왜 천만으로 가고있는지 알것 같은 영화였네욧! ^^",story,1
2439,VOD 나오면 볼려고했는데 오래걸릴것같아서 그냥 영화관에서 봤네요. 오컬트를 좋아해서인지 그닥 무섭지는 않았고 나름 재미도 있었어요.,story,1
2440,명배우 명연기 배우들이 살린 영화 마지막 부분이 뭔가 아쉬웠지만 재밌게 봤어요~~,actor,1
2441,시간 가는줄모르며 몰입하며 봤습니다^^,story,1
2442,오랜만에 본 영화고 공포 잘 못 보는데 눈감고 봤는데 좀 무서웠지만 재미있었어요~^^,story,1
2443,배우들 연기는 감동입니다만 스토리가 중반부터 산으로 가는 느낌이네요🙄,story,0
2444,조금 무서웠지만 재밌었어요 ㅜ_ㅜ,story,1
2445,"결말이 너무 완벽했어요 또 배우님들 연기도 넘 좋고 연출, 사운드 다 너무 좋았어요. 영화 재밌고 좋네용😊 또 볼 의향도 있을 정도로 맘에 들었어요!!",directing,1
2446,배우들 연기 굿이네요!!!,actor,1
2447,최고 너무너무 좋은영화입니다. 강추입니다.,story,1
2448,"너무 재밌게보고왔어요. 뒷부분으로 갈수록 무섭기도했지만, 1분1초가 너무 행복했습니다.",story,1
2449,사바하 때문에 너무 기대했나바,story,0
2450,재밌어요. 즐거워요.,story,1
2451,완전 재밌어요 연기는 정말 최고고 구성이나 스토리 완전 좋아요 정말 몰입해서 봤어요 시간순삭 한번 더 보고싶네요,story,1
2452,너무재밌었지만 뜻이 이해가 어렵고 일본악귀 나올때부터 좀 재미가 없네요 그래도 굿,story,1
2453,친구랑 보러갔는데 진짜진짜 재밌었어요 친구는 갑툭튀장면같은데서 좀 무서웠다고 ㅋㅋ 진짜 영화 추천해요 곧 천만영화 되는건가 몰입감이 엄청납니다!!!!,story,1
2454,하도 핫하길래… 감상.. 역시 이유는 있음,story,0
2455,고령화 시대에 필요한 영화라서 추천 👍,story,1
2456,졸릴 틈 없이 영화를 순삭했어요.,story,1
2457,파묘 천만 갑시다. 솔직히 이렇게 흥할거라고는 생각못했음,story,1
2458,exhuma is very good,story,1
2459,너무재밌게봤어요~~난 계속무서웠는데... 다들 이게 왜 안무섭지?,story,1
2460,잘만든 영화 1000만 관객까지화이팅!,story,1
2461,몰입감이 꽤 좋습니다. 조금 아쉬운건 주인공이 여러명이라서 극을 진행해가는게 한명이였으면 더 집중도가 올라가지않았을까 합니다,story,1
2462,우와 진짜 너무 재밌어요 개봉 한달 전부터 기대했는데 영화 보면서 삼십분밖에 안 지난줄 알았는데 끝낫더라구여 짱 재밋음,story,1
2463,나쁘지않음 볼것이 없었지만 괜찮았음,story,1
2464,배우들 연기쩔구 김고은 굿타임에 연기에 빠져 소름이 쫙~~~~돋았어요 연기가 찐입니다,actor,1
2465,아.. 후반부는 진짜 좀…,story,0
2466,재밌게 잘 봤어요. 재밌게 잘 봤어요.,story,1
2467,잘만들어진 영화 재밌게 잘봤어요~ 유해진의 기도하는 모습도..ㅋ 묘벤저스 화이팅!!!,story,1
2468,오컬트 장르에 유일무이한 감독님 앞으로도 좋은작품 많이 부탁드려요,story,1
2469,진짜 기가막힌 영화 너무재밋게봣으요,story,1
2470,베리굿 일본귀신을 작살내다니 베리베리 굿,story,1
2471,말해 뭐하나 당장 예매하세요. 굿이 이렇게 힙한거 처음 알았어요,story,1
2472,기대를 너무했나.. 한 달만에 시간 쪼개갔는데 너무 기대가 커서 그런가봐요 볼만은했어요,story,0
2473,몰입감 되는 음악과 배우들 좋았어요,actor,1
2474,진짜 무조건 봐야되는 인생영화입니다.,story,1
2475,파묘 재밌게 봤습니다 추천,story,1
2476,이게 코리아 오컬트의 맛이다 족바리놈들아,story,1
2477,오랜만에 무섭네요.. 좋아요,story,1
2478,흥미진진~~ 잘봤어요,story,1
2479,연기가 구멍이 없어요.,actor,0
2480,가슴이 두근두근거리네요. 김고은의 연기에 같이 굿하는 느낌이었어요,actor,1
2481,배우들 연기도 좋고 재밌어요:),actor,1
2482,생각보다 덜 무서웠고 재밌었다,story,1
2483,볼만했습니다. 초반에는 정말 흥미롭게 보다가 후반을 갈수록 점점 산으로가는 느낌이여서 조금 그랬지만 그래도 전체적으로 볼만했습니다.,story,1
2484,너무너무 재밌있게 봤습니다^^ 생각보다 너무 무서워서 더 재미 있었습니다.,story,1
2485,긴장감 넘치고 재밌네요.,story,1
2486,집중과 몰입할수밖에 없는 영화였습니다.잼있어요~^^,story,1
2487,넘 잼있네요. 흥미진진,story,1
2488,와~~~ 캐스팅 굿! 영화도 기대만큼 넘 재밌네요,story,1
2489,아이고 두근두근 심장떨려서 숨막혀요..ㅎ ㅎ 잘봤습니다!!!,story,1
2490,재밌어요 마지막 밥먹는 장면은 한국인만 이해할 수 있을거 같아요,directing,1
2491,흠칫흠칫 이제서야 보는 파묘,story,1
2492,넘 긴장감있게 잘봤어요. 울딸 또 보고싶다고 하네요.,story,1
2493,잼있어요 ~~~ 좋았어요.,story,1
2494,많이 보는 이유가 있내요,story,1
2495,재밌게 잘 관람했어요~~~,story,1
2496,배우들의 연기가.. 정말 대박이었습미더,actor,1
2497,완전 연기력 미쳤다👍👍 무서운거 잘못보는데 연기가 너무 보고싶어서 2회차했던 작품,story,1
2498,재밌었어요! 결말도 개인적으로 마음에 들었어요😀,story,1
2499,조금 재밌게 봤습니다.,story,1
2500,배우들이 연기를 잘해주셔서 감사하게 봤습니다. 내용은 계속 물음표 물음표 였지만 흥미롭게 또 긴장하면서 잘 봤어요~b,story,1
2501,아주 흥미진진하고 배우들 연기도 좋았습니다,actor,1
2502,너무 재미잇게 감상했습님다.,story,1
2503,처음부터 끝까지 집중하고봤네요 주연들의 연기력은 말할것도 없고 스토리도 탄탄하고 조금 울컥하는 장면도 있고 정말 좋았어요,directing,1
2504,궁금해서 봄 대박이네요,story,1
2505,한국적인 소재의 오컬트영화 구성도 탄탄하고 배우들의 연기가 너무 좋아서 시간이 어떻게 가는 줄도 모르고 빠져서 봤습니다.,actor,1
2506,전반부는 으슬으슬 후반부는 분위기가 좀 달라지긴하네요.,directing,0
2507,오랫만에 영화보러 극장에 갔었는데 좋았어요.,story,1
2508,귀신까지는 무난한 스토리였는데 뒤에는 쫌 무섭...,story,0
2509,엄마랑 같이 봤는데 잼있다고 하시네요 미신을 좀 믿는 편이셔서 그런가봐여,story,1
2510,개인적으로 약간의 미신을 믿는편이라 정말 재밌게 봤어요. 잘봤습니다.,story,1
2511,재밋습니다 추천드립니다,story,1
2512,또 봐야지 한번만 보기는 아까워,story,1
2513,연기가 머리끄댕이 잡고 끌고간 멋진 코미디 재미잇엇어요 오컬트라 샌각안하고 그냥보면 진짜 재미잇움,story,1
2514,연기 최고입니다 장난없어요,actor,1
2515,대한민국은 파묘열풍이네요,story,1
2516,무서워서 지릴뻔랬습니다ㅜㅜ,story,1
2517,파묘! 넘 인상 깊게 봤어요. 명배우들의 최고연기👍,actor,1
2518,시간이 잘 흐르는 영화랄까^^?,story,1
2519,재미나게 전개되어 좋았습니다만,story,1
2520,무섭고 대단했습니다.,story,1
2521,너무 재밌었어요ㅠㅠㅠ 끝날때까지 너무 긴장됐어요ㅠㅠ,story,1
2522,배우들의 연기가 일품이네요,actor,1
2523,재미있게 잘 보았습니다,story,1
2524,한ㆍ일 관계를 깨끗하게 정리하지 못해 겪어야하는 불쾌함을 통쾌하게 날려 버린 영화가 현실이길 바래본다.,story,0
2525,완전 힙한 굿장면!! 잼났어요 역시 일본놈들 도움은 안되네요 ㅎㅎ,directing,1
2526,배우들의 연기가 최고!!,actor,1
2527,내용이 이해가 가지를 않네,story,0
2528,파묘 너무 재미있습니다 다음편도 나오면 좋겠네요,story,1
2529,"무섭긴 했지만, 몰입이 매우 잘됐습니다. 시간 가는 줄 모르고 봤네요. 배우분들의 연기도 좋았습니다.",actor,1
2530,일본 싸무라이 도깨비 나부랭이보다 우리 할매가 쌤!! 일본 놈들 썩 꺼져!!!!,story,0
2531,너무 좋았습니다 편안하게 봤습니다,story,1
2532,내용이 산으로간다 뭐한다 하는 스포를 듣고 왔지만 배우들으 연기에 그 모든것이 압도 되서 그런느낌 받지 않았음… 정말 재밌게 보고 왔어요,actor,0
2533,배우들 연기가 좋습니다,actor,1
2534,1000만 까지는 아니라고 생갇했지맘 주제와 배우들 연기는 천만급 중간까지 긴장감잇다 불 나오면서 급 아동용으로변햇지만 결말 깔끔해서 좋움,actor,1
2535,재미있게 잘 봤어요 김고은 배우 연기 압권 이네요,actor,1
2536,와..파묘 진짜 재밌었어요 엄청 무서운 거인 줄 알았는데 중간에 한번 소리 지를뻔하고 나머지는 다 좋고 괜찮았어요 진짜 몰입감 장난 아니에요 파묘는 진짜 한번 더 보고 싶더라구요,story,1
2537,재미있어요! 오컬트라 큰 기대는 없었는데 재미있게 봤어요^^,story,1
2538,음향이 긴장감을 더 돋보여주는 거 같아요 잘봤습니다,directing,1
2539,오멘이 생각나는영화!!,story,0
2540,재미있어요 천만가자아자,story,1
2541,한국 오컬트도 이정도 하는구나,story,0
2542,재밌었어요!! 많이 무섭진 않지만 쫄보는 조금 무서웠어요,story,1
2543,샹각보다는 평범해요 ...,story,0
2544,너무 늦게 봐서 죄송할정돕니다,story,0
2545,믿고 보세요 전 2회차 갑니다,story,1
2546,이게 어떻게 천만..?,story,0
2547,연기력도 내용도 최고다,story,1
2548,연출이 미쳤어요 ㄷㄷ 다들 보세요 많이 무섭지않아요,directing,0
2549,친구랑 재밌게 관람했습니다 무서운걸 못보는 친구인데 두어장면 빼고는 괜찮았어요,directing,1
2550,배우들연기가좋앗습니다,actor,1
2551,영화관에서 봐야합니다!,story,1
2552,몰입감있게보다가 깨졌다..,story,0
2553,깨알 숨은 디테일 찾기도 좋을듯,story,1
2554,주조연분들의 연기가 압도적이였습니다!,actor,1
2555,김고은배우 연기 짱이네요~~~~,actor,1
2556,1000만 영화 기원합니다!!,story,1
2557,"너무 긴장감있고 김고은 무당 연기력 진짜 미쳤습니다,,너무 재밌게봤어용!",actor,1
2558,간만에 재밌는 영화 극장에서 봤습니다~,story,1
2559,맛있는 짬짜면이랄까?,story,0
2560,긴장의 끈을 놓칠 수 없는 영화.,story,1
2561,실감나게 소름돋는 영화 입니다.,story,1
2562,굿이 원래 이렇게 신나는 건가요 ㅋㅋㅋ 굿 장면 보기 위해서라도 또 봐야겠어요,directing,1
2563,3분의2까지는 잼잏고 뒤로는 졸림,story,0
2564,배우들의 연기가 정말 훌륭했습니다!!,actor,1
2565,영화 신선하고 재밌었습니다~,story,1
2566,이도현 연기 ㄹㅈㄷ 맛도리 너무 좋아용,actor,1
2567,🤟재밌다🔥🖤🖤🖤🖤🖤🖤,story,1
2568,묘벤져스...연기 인정!! 중간중간 무섭고 깜짝 놀란만한 씬들이 있어서 진심 시간 가는줄 몰랐네요. 김고은 무당연기는 배역을 맡아준것만으로 존경스럽습니다.,actor,1
2569,"스토리가 어중간하고 캐릭터 비중도 애매했어요. 풍수가는 대배우가 아닌 감초같은 조연이하고, 무당에게 힘을 좀 더 줘서 결말까지 지었으면 완성도가 좋지 않았을까하는 생각입니다. 파묘는 이도저도 아니었어요",actor,0
2570,내용 장르가 바뀌는부분은 좀 아쉬웠지만서도 이러한 장르가 계속됐으면하는~,story,1
2571,최고였습니다 심장이 쫄깃쫄깃,story,1
2572,고민하다 본 영화였는데 스토리며 배우연기 모두모두 좋았어요 특히 영화 중간중간 굿하는 무당역할의 김고은 배우는 연기하기 엄청 엄청 힘들었을꺼 같아요,actor,1
2573,역시 배우님들 👍👍,actor,1
2574,뿌리를 아주 뽑아버려야돼,story,1
2575,배우님들 연기력이 눈부심.♡♡♡.,actor,0
2576,너무 재미있게 봤습니다,story,1
2577,오컬트 영화 중 수작이다. 배우들 연기에 구멍이 없으니 영화가 더 재밌다.,actor,1
2578,배우들의 연기도 최고이고 내용도 초반부터 너무 흥미진진해서 시간가는 줄 모르고 봤어요 ㅎㅎ 살짝 아쉬운건 뒤로 갈수록 스토리가 좀 억지같은 느낌도 있었지만...ㅋㅋㅋ그래도 재미있게 잘 봤습니다!!,story,1
2579,파묘는 4d 말고 2d가 나은 듯 오랜만에 재밌는 오컬트 영화를 본 것 같아서 기분이 좋다.,story,1
2580,영화도 물론 재미있었고 좋아하는 배우들진 때문에 보게됬는데 기대 이상으로 좋았어요. 한번 더 보고 놓친 장면과 의미를 느껴보고 싶네요.,directing,1
2581,일제강점기 1910. 08. 29 ~ 1945. 08. 15 반일이 아닌 항일,story,1
2582,사실 아주 큰 기대는 안하고 봤는데 정말 재밌게 보고 왔어요! 흔한 퇴마 영화 같은 내용이 아니라서 더 재밌게 봤고 마지막 쯤은 뭔가 뭉클하고 그래서 후회 없는 영화였습니다 :),story,1
2583,볼만해요 천만 가자요. . .,story,1
2584,정말 레전드 영화를 본 후 여운이 이렇게 오래간 영화는 처음입니다 사운드가 기가 막히기 때문에 꼭 영화관에서 봐야합니다,story,1
2585,기대한만큼 재밌어요!!,story,1
2586,무섭니 않다고 해서 봤는데 보면서 무서웠네요 ㅜㅜ,story,1
2587,사바하도 재밌게 봤는데 이번 영화는 더 재미있네요,story,1
2588,무서워요.... 일본 도깨비 무서워요,story,1
2589,안봤는데 왜 실관람객으로 뜨나요???? 왜죠???,story,0
2590,중반까지 몰입감있게 재밌음 ! 연기력 굿,actor,1
2591,나름 볼만합니다. 배우들 연기가 굿,actor,1
2592,누구하나 빠지는 연기 없이 괜찮네요. 후반은 약간.. 아쉽,actor,1
2593,안무섭다며안무섭다며안무섭다며,story,0
2594,좋음과 별로의중간?이라고나 할까여?역시 주변얘기들처럼 첨은재밓었는데...후반부로 가니 흠..도깨비는뭣?일본은뭣?ㅡㅡ;;마무리가좀..더이상 스포는ㅈ그래서...그래도 간만에 영화라 잘봤습니다~~,story,1
2595,"영화 처음부터 끝까지 숨죽이며 봤음. 떡밥수거도 완벽 그잡채,,배우 연기는 뭐 말할것도 없이 완벽함.",actor,1
2596,와!!!!소름 배우연기 미쳤다는 말밖에 김고은 진짜 무당 같음 영화보는 네네 심장이 쿵꽝!쿵쾅! 미친소친 말같지만 나는 파묘 한번 더 봐야겠어요,actor,1
2597,런닝타임길어서 후반부가 지루함,story,0
2598,"누구 말처럼 ""돈값""은 이렇게 하는게 맞는거 돈 아깝지 않은 영화를 만들면 자연스럽게 극장에 가게 되는거 간만에 몰입해서 봤네요. 감독과 배우들에게 감사~",actor,1
2599,이도현이 이번에 캐릭터 잘 맡았다 찰떡이다 민식이형 명불허전,actor,1
2600,ㅊㅌㄹ흏ㄱㅌㅌ훃 ㅇㅇㄹ휴ㅠ,story,1
2601,시간 가는줄 모르고 봤어요 김고은님 무당 연기 소름;; 마지막 요괴 부분은 쪼금 그랬어용……,actor,1
2602,지루하지 않고 몰입감이 있어요 하지만 귀신얘기라 제 취향은 아니었어요,story,1
2603,배우 연기도 좋고 내용도 흥미진진하네요,story,1
2604,좋은 영화입니다!!!!,story,1
2605,우리나라엔 잘 없는 장르라 봤는데 재미써요 ~~ 연기가 미쳐써요,actor,1
2606,연기력 좋고 재미있어요,story,1
2607,첫 한시간은 재밌었는데 그 다음부턴 앉아있는것도 힘들었네요. 오글거리는 귀신 연출부터 결말까지 ? 스러운 영화.,directing,0
2608,간만해 재미난 영화 잘봤어요,story,1
2609,일본장군은 좀 ????느낌이지만 전체적으로 그닥무섭지도않고 코믹도좀잇고 볼만했어요 김고은 연기가 진짜대박~,actor,1
2610,배우들 연기가 좋았어요. 긴장감 있게 전개 되어 몰입감이 넘첬어요.,story,1
2611,기대가 컸나보다 도깨비불까진 재밌게 봤는데 후반이 엉성하게 보엿음 오니랑 화림의 대화씬에서 긴장감 팍 식게 했고 상덕이 반격하기까지의 감정선은 몰입이 안됐음 메시지가 좋은 영화지만 조금 아쉽,story,0
2612,입소문만 듣다가 봤어요. 배우들 연기가 압권이네요~,actor,1
2613,세상에...이거 맞죠? 1시간정도는 배우들 연기로 너무 재밌게 보고 있다가..,actor,0
2614,오싹오싹한 부분이 있네요. 그리고 끝나고 찜찜합니다.,story,0
2615,처음부터 끝까지 몰입이 되는 영화였어요 소름돋고 배우들의 연기와 연출이 잘 맞춰진거 같아요!,directing,1
2616,작품속에 독립운동가분들의 이름이 나온것부터 너무 좋았고 한국에 남아있는 친일을 없애자는 좋은 의지가 담겨있는 영화입니다,story,1
2617,화면에서 눈을뗄 수 없는 집중해서 보게되는,story,1
2618,내용이 어떤들 무슨의미가있을까? 대배우들의 연기를 보는것만으로도 아깝지않은♡~,actor,1
2619,뜬금없는 얘기가 나왔지만 전체적으로 만족했어요,story,1
2620,재밌긴한데.. 진짜 재밌긴한데.. 이게 천만 관객이 되는건 좀..,story,1
2621,배우들의 열연 감독 음향 모든게 완벽했어요,directing,1
2622,혼자 평일 저녁에 보니 무섭긴한데 재미있어요,story,1
2623,배우 연기가 좋았어요!,actor,1
2624,영화 파묘 잘봤습니다!!,story,1
2625,"이 영화를 보고나니까 그동안 봤던 호러, 공포물은 다해봐야 65점정도밖에 안됐던 것 같아요. 간만에 볼만한 영화였어요.",story,1
2626,배우들 연기 보는 재미가 있습니다.,story,1
2627,볼수록 감탄하게 만드는 연출력!! 천만 기원해요!!,directing,1
2628,너무 재미있었습니다!,story,1
2629,두번 봐도 재미있게 볼수 있어요,story,1
2630,대한민국이 들썩이는 이유가 있네..진짜 덕후들이 환장 할 서사다...,story,0
2631,"사전정보없이 봤는데요,, 김고은배우 너무 인상적이네요. 재밌게 잘봤어요",actor,1
2632,오컬트영화 재미있네요. 김고은에 무당연기도 잘 봤어요.,story,1
2633,시간이 순식간에 지나갔어요 👍👍👍👍,story,1
2634,"배우들의 연기와 뛰어나고, 스토리가 탄탄합니다",story,1
2635,전혀 무섭지 않아요!!!,story,0
2636,너무 재밌었어요 !! 연기력도 다들 짱짱 .. 시간 가는 줄 모르고 본 영화,actor,1
2637,"좋은영화~ 주,조연 배우들의 연기력! 역시 믿고 봅니다!!!",actor,1
2638,넘넘 재밌었고 배우 한분 한분의 연기가 인상깊었어요!,actor,1
2639,김고은 신들린 무당굿 소름 돋았어요,story,1
2640,굉장한 영화 였습니다. 연기와 연출력이 정말 환상적이었어요,directing,1
2641,계속 한 장면ㅇㅣ떠올라요 놀랍고 놀랐고 놀라운 영화였어요 유해진님 팬이지만 최민식님 옆의 유해진님이 조연같은 놀라운 느낌였어요 와우 보고보고또보고싶어요,directing,1
2642,놀라운 이야기….. 기억에 많이 남을 것 같네요,story,1
2643,신선하고 재밌었어요~,story,1
2644,너무잘봤어용네분의연기가너무실감나게잘하셨어용^~^♡♡♡~~~~,actor,1
2645,연기자들의 연기가 명품,actor,1
2646,연기자들의 연기가 명품,actor,1
2647,너무나 오랫만에 긴장감 100% 영화 봤습니다 모든 배우들의 연기에 박수를 보냅니다,actor,1
2648,재밌었어요. 긴장감이 끊기지 않아서 좋았어요.,story,1
2649,초 집중~~ 연기들을 너무 잘해요.~재밌어요~,actor,1
2650,긴장감과 몰입도가 남다른 오컬트 영화,story,1
2651,파묘 천만 미리 축하 축하!,story,1
2652,재밌게 자아알 보고 왔어요,story,1
2653,한국의 토속신앙과 일본의 요괴에 합작 재미있었습니다,story,1
2654,배우들의 연기력에 몰입되었어요,actor,1
2655,한국형 토속신앙에 대해 깊은 물음을 던져준 영화,story,1
2656,이거보는대 온모에 개소름,story,1
2657,소문 듣고 보러왔는데 너무 잘봤습니다,story,1
2658,서울의 봄에 이어 극찬 받아 마땅한 영화같네요 생각보다 무서운 부분은 없던거같아요 시간가는줄 모르고 본 영화 좋았습니다,story,1
2659,좋네요 오랜만에 좋은영화,story,1
2660,믿고보는 최민식 배우님...,actor,1
2661,두번봤네요 재밌어요,story,1
